Community Health,1547946103
Culture & Recreation|Arts Commission|Civic Collection|Mandatory Fringe Benefits|Retirement,1668
Culture & Recreation|Arts Commission|Civic Collection|Mandatory Fringe Benefits|Retirement|Retire City Misc,1668
Culture & Recreation|Arts Commission|Civic Collection|Mandatory Fringe Benefits|Social Security,706
Culture & Recreation|Arts Commission|Civic Collection|Mandatory Fringe Benefits|Social Security|Social Security (OASDI & HI),572
Culture & Recreation|Arts Commission|Civic Collection|Mandatory Fringe Benefits|Social Security|Social Security - Medicare (HI Only),134
Culture & Recreation|Arts Commission|Civic Collection|Mandatory Fringe Benefits|Unemployment Insurance,28
Culture & Recreation|Arts Commission|Civic Collection|Mandatory Fringe Benefits|Unemployment Insurance|Unemployment Insurance,28
Culture & Recreation|Arts Commission|Civic Collection|Non Personnel Services,18108
Culture & Recreation|Arts Commission|Civic Collection|Non Personnel Services|Professional & Specialized Services,18108
Culture & Recreation|Arts Commission|Civic Collection|Non Personnel Services|Professional & Specialized Services|Other Professional Services,18108
Culture & Recreation|Arts Commission|Civic Collection|Salaries,9222
Culture & Recreation|Arts Commission|Civic Collection|Salaries|Permanent Salaries-Misc,9222
Culture & Recreation|Arts Commission|Civic Collection|Salaries|Permanent Salaries-Misc|Misc-Regular,9222
Culture & Recreation|Arts Commission|Civic Collection|Transfer Adjustments-Uses,-31025
Culture & Recreation|Arts Commission|Civic Collection|Transfer Adjustments-Uses|Transfer Adjustments-Uses,-31025
Culture & Recreation|Arts Commission|Civic Collection|Transfer Adjustments-Uses|Transfer Adjustments-Uses|Transfer Adjustments-Uses (Citywide),-31025
Culture & Recreation|Arts Commission|Community Arts & Education,3315150
Culture & Recreation|Arts Commission|Community Arts & Education|City Grant Programs,2596794
Culture & Recreation|Arts Commission|Community Arts & Education|City Grant Programs|City Grant Programs,2596794
Culture & Recreation|Arts Commission|Community Arts & Education|City Grant Programs|City Grant Programs|Community Based Organization Services,2596794
Culture & Recreation|Arts Commission|Community Arts & Education|Facilities Maintenance,75000
Culture & Recreation|Arts Commission|Community Arts & Education|Facilities Maintenance|Facilities Maintenance Projects-Budget,75000
Culture & Recreation|Arts Commission|Community Arts & Education|Facilities Maintenance|Facilities Maintenance Projects-Budget|Facilities Maintenance-Budget,75000
Culture & Recreation|Arts Commission|Community Arts & Education|Mandatory Fringe Benefits,122615
Culture & Recreation|Arts Commission|Community Arts & Education|Mandatory Fringe Benefits|Dental Coverage,6117
Culture & Recreation|Arts Commission|Community Arts & Education|Mandatory Fringe Benefits|Dental Coverage|Dental Coverage,6117
Culture & Recreation|Arts Commission|Community Arts & Education|Mandatory Fringe Benefits|Health Service,42362
Culture & Recreation|Arts Commission|Community Arts & Education|Mandatory Fringe Benefits|Health Service|Dependent Coverage-Miscellaneous,16257
Culture & Recreation|Arts Commission|Community Arts & Education|Mandatory Fringe Benefits|Health Service|Health Service-City Match,26105
Culture & Recreation|Arts Commission|Community Arts & Education|Mandatory Fringe Benefits|Other Fringe Benefits,1527
Culture & Recreation|Arts Commission|Community Arts & Education|Mandatory Fringe Benefits|Other Fringe Benefits|Long Term Disability Insurance,1527
Culture & Recreation|Arts Commission|Community Arts & Education|Mandatory Fringe Benefits|Retirement,50441
Culture & Recreation|Arts Commission|Community Arts & Education|Mandatory Fringe Benefits|Retirement|Retire City Misc,50441
Culture & Recreation|Arts Commission|Community Arts & Education|Mandatory Fringe Benefits|Social Security,21331
Culture & Recreation|Arts Commission|Community Arts & Education|Mandatory Fringe Benefits|Social Security|Social Security (OASDI & HI),17288
Culture & Recreation|Arts Commission|Community Arts & Education|Mandatory Fringe Benefits|Social Security|Social Security - Medicare (HI Only),4043
Culture & Recreation|Arts Commission|Community Arts & Education|Mandatory Fringe Benefits|Unemployment Insurance,837
Culture & Recreation|Arts Commission|Community Arts & Education|Mandatory Fringe Benefits|Unemployment Insurance|Unemployment Insurance,837
Culture & Recreation|Arts Commission|Community Arts & Education|Non Personnel Services,417843
Culture & Recreation|Arts Commission|Community Arts & Education|Non Personnel Services|Other Current Expenses,176184
Culture & Recreation|Arts Commission|Community Arts & Education|Non Personnel Services|Other Current Expenses|Other Current Expenses,43167
Culture & Recreation|Arts Commission|Community Arts & Education|Non Personnel Services|Other Current Expenses|Other Current Expenses - Budget,133017
Culture & Recreation|Arts Commission|Community Arts & Education|Non Personnel Services|Professional & Specialized Services,241659
Culture & Recreation|Arts Commission|Community Arts & Education|Non Personnel Services|Professional & Specialized Services|Other Professional Services,231955
Culture & Recreation|Arts Commission|Community Arts & Education|Non Personnel Services|Professional & Specialized Services|Professional & Specialized Svcs-Budget,9704
Culture & Recreation|Arts Commission|Community Arts & Education|Programmatic Projects,500000
Culture & Recreation|Arts Commission|Community Arts & Education|Programmatic Projects|Programmatic Projects-Budget,500000
Culture & Recreation|Arts Commission|Community Arts & Education|Programmatic Projects|Programmatic Projects-Budget|Capital Renewal Projects,500000
Culture & Recreation|Arts Commission|Community Arts & Education|Salaries,278827
Culture & Recreation|Arts Commission|Community Arts & Education|Salaries|Permanent Salaries-Misc,278827
Culture & Recreation|Arts Commission|Community Arts & Education|Salaries|Permanent Salaries-Misc|Misc-Regular,278827
Culture & Recreation|Arts Commission|Community Arts & Education|Services of Other Depts,185300
Culture & Recreation|Arts Commission|Community Arts & Education|Services of Other Depts|Services of Other Depts (AAO Funds),185300
Culture & Recreation|Arts Commission|Community Arts & Education|Services of Other Depts|Services of Other Depts (AAO Funds)|Adm-Real Estate Special Services,41667
Culture & Recreation|Arts Commission|Community Arts & Education|Services of Other Depts|Services of Other Depts (AAO Funds)|EF-PUC-Water Charges,100
Culture & Recreation|Arts Commission|Community Arts & Education|Services of Other Depts|Services of Other Depts (AAO Funds)|GF-GSA-Facilities Management Services,84167
Culture & Recreation|Arts Commission|Community Arts & Education|Services of Other Depts|Services of Other Depts (AAO Funds)|GF-Rent Paid to Real Estate,43653
Culture & Recreation|Arts Commission|Community Arts & Education|Services of Other Depts|Services of Other Depts (AAO Funds)|IS-Purch-Reproduction,14713
Culture & Recreation|Arts Commission|Community Arts & Education|Services of Other Depts|Services of Other Depts (AAO Funds)|SR-DPW-Building Repair,1000
Culture & Recreation|Arts Commission|Community Arts & Education|Transfer Adjustments-Uses,-861229
Culture & Recreation|Arts Commission|Community Arts & Education|Transfer Adjustments-Uses|Transfer Adjustments-Uses,-861229
Culture & Recreation|Arts Commission|Community Arts & Education|Transfer Adjustments-Uses|Transfer Adjustments-Uses|Transfer Adjustments-Uses (Citywide),-861229
Culture & Recreation|Arts Commission|Cultural Equity,2001147
Culture & Recreation|Arts Commission|Cultural Equity|City Grant Programs,1686326
Culture & Recreation|Arts Commission|Cultural Equity|City Grant Programs|City Grant Programs,1686326
Culture & Recreation|Arts Commission|Cultural Equity|City Grant Programs|City Grant Programs|Community Based Organization Services,1686326
Culture & Recreation|Arts Commission|Cultural Equity|Mandatory Fringe Benefits,91179
Culture & Recreation|Arts Commission|Cultural Equity|Mandatory Fringe Benefits|Dental Coverage,4587
Culture & Recreation|Arts Commission|Cultural Equity|Mandatory Fringe Benefits|Dental Coverage|Dental Coverage,4587
Culture & Recreation|Arts Commission|Cultural Equity|Mandatory Fringe Benefits|Health Service,31762
Culture & Recreation|Arts Commission|Cultural Equity|Mandatory Fringe Benefits|Health Service|Dependent Coverage-Miscellaneous,12225
Culture & Recreation|Arts Commission|Cultural Equity|Mandatory Fringe Benefits|Health Service|Health Service-City Match,19537
Culture & Recreation|Arts Commission|Cultural Equity|Mandatory Fringe Benefits|Other Fringe Benefits,1085
Culture & Recreation|Arts Commission|Cultural Equity|Mandatory Fringe Benefits|Other Fringe Benefits|Long Term Disability Insurance,1085
Culture & Recreation|Arts Commission|Cultural Equity|Mandatory Fringe Benefits|Retirement,37337
Culture & Recreation|Arts Commission|Cultural Equity|Mandatory Fringe Benefits|Retirement|Retire City Misc,37337
Culture & Recreation|Arts Commission|Cultural Equity|Mandatory Fringe Benefits|Social Security,15789
Culture & Recreation|Arts Commission|Cultural Equity|Mandatory Fringe Benefits|Social Security|Social Security (OASDI & HI),12796
Culture & Recreation|Arts Commission|Cultural Equity|Mandatory Fringe Benefits|Social Security|Social Security - Medicare (HI Only),2993
Culture & Recreation|Arts Commission|Cultural Equity|Mandatory Fringe Benefits|Unemployment Insurance,619
Culture & Recreation|Arts Commission|Cultural Equity|Mandatory Fringe Benefits|Unemployment Insurance|Unemployment Insurance,619
Culture & Recreation|Arts Commission|Cultural Equity|Materials & Supplies,663
Culture & Recreation|Arts Commission|Cultural Equity|Materials & Supplies|Other Materials & Supplies,663
Culture & Recreation|Arts Commission|Cultural Equity|Materials & Supplies|Other Materials & Supplies|Other Office Supplies,663
Culture & Recreation|Arts Commission|Cultural Equity|Non Personnel Services,11500
Culture & Recreation|Arts Commission|Cultural Equity|Non Personnel Services|Other Current Expenses,5000
Culture & Recreation|Arts Commission|Cultural Equity|Non Personnel Services|Other Current Expenses|Copy Machine,1000
Culture & Recreation|Arts Commission|Cultural Equity|Non Personnel Services|Other Current Expenses|Freight/Delivery,1000
Culture & Recreation|Arts Commission|Cultural Equity|Non Personnel Services|Other Current Expenses|Other Current Expenses,3000
Culture & Recreation|Arts Commission|Cultural Equity|Non Personnel Services|Professional & Specialized Services,6500
Culture & Recreation|Arts Commission|Cultural Equity|Non Personnel Services|Professional & Specialized Services|Other Professional Services,6500
Culture & Recreation|Arts Commission|Cultural Equity|Salaries,206396
Culture & Recreation|Arts Commission|Cultural Equity|Salaries|Permanent Salaries-Misc,206396
Culture & Recreation|Arts Commission|Cultural Equity|Salaries|Permanent Salaries-Misc|Misc-Regular,206396
Culture & Recreation|Arts Commission|Cultural Equity|Services of Other Depts,5083
Culture & Recreation|Arts Commission|Cultural Equity|Services of Other Depts|Services of Other Depts (AAO Funds),5083
Culture & Recreation|Arts Commission|Cultural Equity|Services of Other Depts|Services of Other Depts (AAO Funds)|GF-Purch-Mail Services,5083
Culture & Recreation|Arts Commission|Gallery,25000
Culture & Recreation|Arts Commission|Gallery|City Grant Programs,25000
Culture & Recreation|Arts Commission|Gallery|City Grant Programs|City Grant Programs,25000
Culture & Recreation|Arts Commission|Gallery|City Grant Programs|City Grant Programs|Community Based Organization Services,25000
Culture & Recreation|Arts Commission|Municipal Symphony Concerts,1985087
Culture & Recreation|Arts Commission|Municipal Symphony Concerts|Non Personnel Services,1985087
Culture & Recreation|Arts Commission|Municipal Symphony Concerts|Non Personnel Services|Professional & Specialized Services,1985087
Culture & Recreation|Arts Commission|Municipal Symphony Concerts|Non Personnel Services|Professional & Specialized Services|Other Professional Services,1985087
Culture & Recreation|Arts Commission|Public Art,113586
Culture & Recreation|Arts Commission|Public Art|Non Personnel Services,113586
Culture & Recreation|Arts Commission|Public Art|Non Personnel Services|Other Current Expenses,113586
Culture & Recreation|Arts Commission|Public Art|Non Personnel Services|Other Current Expenses|Other Current Expenses - Budget,113586
Culture & Recreation|Arts Commission|Street Artists,262313
Culture & Recreation|Arts Commission|Street Artists|Mandatory Fringe Benefits,62919
Culture & Recreation|Arts Commission|Street Artists|Mandatory Fringe Benefits|Dental Coverage,3058
Culture & Recreation|Arts Commission|Street Artists|Mandatory Fringe Benefits|Dental Coverage|Dental Coverage,3058
Culture & Recreation|Arts Commission|Street Artists|Mandatory Fringe Benefits|Health Service,20958
